Date,Region,Product,Quantity Sold,Unit Price,Total Sales
2023-02-06,North,Widget A,15,50.07,751.05
2023-02-06,North,Widget B,6,72.79,436.74
2023-02-06,North,Widget C,13,92.28,1199.64
2023-02-06,North,Widget D,2,95.8,191.6
2023-02-06,South,Widget A,14,19.13,267.82
2023-02-06,South,Widget B,14,50.28,703.92
2023-02-06,South,Widget C,9,39.32,353.88
2023-02-06,South,Widget D,12,11.86,142.32
2023-02-06,East,Widget A,9,54.95,494.55
2023-02-06,East,Widget B,7,72.23,505.61
2023-02-06,East,Widget C,7,27.76,194.32
2023-02-06,East,Widget D,4,92.2,368.8
2023-02-06,West,Widget A,6,34.37,206.22
2023-02-06,West,Widget B,15,87.67,1315.05
2023-02-06,West,Widget C,20,76.56,1531.2
2023-02-06,West,Widget D,8,90.27,722.16
2023-02-07,North,Widget A,18,47.61,856.98
2023-02-07,North,Widget B,6,66.18,397.08
2023-02-07,North,Widget C,16,75.43,1206.88
2023-02-07,North,Widget D,2,84.05,168.1
2023-02-07,South,Widget A,20,41.68,833.6
2023-02-07,South,Widget B,16,31.4,502.4
2023-02-07,South,Widget C,18,89.74,1615.32
2023-02-07,South,Widget D,16,15.31,244.96
2023-02-07,East,Widget A,17,94.97,1614.49
2023-02-07,East,Widget B,1,78.1,78.1
2023-02-07,East,Widget C,8,70.88,567.04
2023-02-07,East,Widget D,8,96.53,772.24
2023-02-07,West,Widget A,20,56.45,1129.0
2023-02-07,West,Widget B,6,50.27,301.62
2023-02-07,West,Widget C,11,28.7,315.7
2023-02-07,West,Widget D,14,73.93,1035.02
2023-02-08,North,Widget A,6,28.82,172.92
2023-02-08,North,Widget B,12,52.67,632.04
2023-02-08,North,Widget C,15,20.06,300.9
2023-02-08,North,Widget D,2,82.71,165.42
2023-02-08,South,Widget A,7,57.83,404.81
2023-02-08,South,Widget B,10,77.03,770.3
2023-02-08,South,Widget C,15,94.88,1423.2
2023-02-08,South,Widget D,14,59.17,828.38
2023-02-08,East,Widget A,8,56.78,454.24
2023-02-08,East,Widget B,11,40.69,447.59
2023-02-08,East,Widget C,8,56.21,449.68
2023-02-08,East,Widget D,6,89.48,536.88
2023-02-08,West,Widget A,17,56.86,966.62
2023-02-08,West,Widget B,6,54.25,325.5
2023-02-08,West,Widget C,20,54.12,1082.4
2023-02-08,West,Widget D,16,19.08,305.28
2023-02-09,North,Widget A,11,10.93,120.23
2023-02-09,North,Widget B,17,47.02,799.34
2023-02-09,North,Widget C,1,78.99,78.99
2023-02-09,North,Widget D,18,37.0,666.0
2023-02-09,South,Widget A,7,79.1,553.7
2023-02-09,South,Widget B,4,39.42,157.68
2023-02-09,South,Widget C,16,50.47,807.52
2023-02-09,South,Widget D,9,11.42,102.78
2023-02-09,East,Widget A,11,56.51,621.61
2023-02-09,East,Widget B,20,51.43,1028.6
2023-02-09,East,Widget C,1,31.09,31.09
2023-02-09,East,Widget D,16,14.37,229.92
2023-02-09,West,Widget A,5,94.74,473.7
2023-02-09,West,Widget B,2,25.98,51.96
2023-02-09,West,Widget C,7,21.94,153.58
2023-02-09,West,Widget D,16,84.53,1352.48
2023-02-10,North,Widget A,14,35.57,497.98
2023-02-10,North,Widget B,4,13.83,55.32
2023-02-10,North,Widget C,10,79.32,793.2
2023-02-10,North,Widget D,1,87.21,87.21
2023-02-10,South,Widget A,9,60.58,545.22
2023-02-10,South,Widget B,3,97.36,292.08
2023-02-10,South,Widget C,5,65.71,328.55
2023-02-10,South,Widget D,11,84.48,929.28
2023-02-10,East,Widget A,17,62.38,1060.46
2023-02-10,East,Widget B,18,10.6,190.8
2023-02-10,East,Widget C,11,69.01,759.11
2023-02-10,East,Widget D,5,22.22,111.1
2023-02-10,West,Widget A,2,65.51,131.02
2023-02-10,West,Widget B,12,17.33,207.96
2023-02-10,West,Widget C,8,32.46,259.68
2023-02-10,West,Widget D,3,61.44,184.32
2023-02-11,North,Widget A,17,92.68,1575.56
2023-02-11,North,Widget B,7,21.72,152.04
2023-02-11,North,Widget C,16,25.04,400.64
2023-02-11,North,Widget D,8,69.18,553.44
2023-02-11,South,Widget A,17,73.27,1245.59
2023-02-11,South,Widget B,10,42.05,420.5
2023-02-11,South,Widget C,5,62.35,311.75
2023-02-11,South,Widget D,1,29.9,29.9
2023-02-11,East,Widget A,3,46.19,138.57
2023-02-11,East,Widget B,12,34.33,411.96
2023-02-11,East,Widget C,3,35.97,107.91
2023-02-11,East,Widget D,7,67.72,474.04
2023-02-11,West,Widget A,19,74.64,1418.16
2023-02-11,West,Widget B,13,99.45,1292.85
2023-02-11,West,Widget C,1,54.48,54.48
2023-02-11,West,Widget D,19,24.08,457.52
2023-02-12,North,Widget A,8,18.25,146.0
2023-02-12,North,Widget B,12,41.07,492.84
2023-02-12,North,Widget C,12,77.25,927.0
2023-02-12,North,Widget D,6,52.15,312.9
2023-02-12,South,Widget A,14,53.93,755.02
2023-02-12,South,Widget B,17,23.38,397.46
2023-02-12,South,Widget C,8,69.12,552.96
2023-02-12,South,Widget D,8,64.85,518.8
2023-02-12,East,Widget A,6,29.93,179.58
2023-02-12,East,Widget B,18,12.71,228.78
2023-02-12,East,Widget C,13,99.37,1291.81
2023-02-12,East,Widget D,3,96.57,289.71
2023-02-12,West,Widget A,14,50.38,705.32
2023-02-12,West,Widget B,16,32.18,514.88
2023-02-12,West,Widget C,2,16.04,32.08
2023-02-12,West,Widget D,8,12.21,97.68
2023-02-13,North,Widget A,8,12.91,103.28
2023-02-13,North,Widget B,9,26.61,239.49
2023-02-13,North,Widget C,4,72.29,289.16
2023-02-13,North,Widget D,10,33.78,337.8
2023-02-13,South,Widget A,2,82.3,164.6
2023-02-13,South,Widget B,13,35.28,458.64
2023-02-13,South,Widget C,8,17.17,137.36
2023-02-13,South,Widget D,1,35.25,35.25
2023-02-13,East,Widget A,9,11.74,105.66
2023-02-13,East,Widget B,10,11.66,116.6
2023-02-13,East,Widget C,5,86.4,432.0
2023-02-13,East,Widget D,1,43.78,43.78
2023-02-13,West,Widget A,18,85.95,1547.1
2023-02-13,West,Widget B,12,26.68,320.16
2023-02-13,West,Widget C,14,77.97,1091.58
2023-02-13,West,Widget D,17,39.58,672.86
2023-02-14,North,Widget A,12,66.11,793.32
2023-02-14,North,Widget B,5,20.03,100.15
2023-02-14,North,Widget C,15,29.5,442.5
2023-02-14,North,Widget D,14,96.8,1355.2
2023-02-14,South,Widget A,9,94.86,853.74
2023-02-14,South,Widget B,11,65.72,722.92
2023-02-14,South,Widget C,8,96.95,775.6
2023-02-14,South,Widget D,14,40.02,560.28
2023-02-14,East,Widget A,11,40.6,446.6
2023-02-14,East,Widget B,7,98.88,692.16
2023-02-14,East,Widget C,16,80.57,1289.12
2023-02-14,East,Widget D,7,46.85,327.95
2023-02-14,West,Widget A,6,23.74,142.44
2023-02-14,West,Widget B,9,10.62,95.58
2023-02-14,West,Widget C,14,55.13,771.82
2023-02-14,West,Widget D,6,89.8,538.8
2023-02-15,North,Widget A,14,58.24,815.36
2023-02-15,North,Widget B,7,31.45,220.15
2023-02-15,North,Widget C,15,26.19,392.85
2023-02-15,North,Widget D,15,76.94,1154.1
2023-02-15,South,Widget A,9,43.36,390.24
2023-02-15,South,Widget B,15,97.65,1464.75
2023-02-15,South,Widget C,4,99.15,396.6
2023-02-15,South,Widget D,3,18.29,54.87
2023-02-15,East,Widget A,5,96.52,482.6
2023-02-15,East,Widget B,15,51.66,774.9
2023-02-15,East,Widget C,13,49.78,647.14
2023-02-15,East,Widget D,16,54.27,868.32
2023-02-15,West,Widget A,18,43.71,786.78
2023-02-15,West,Widget B,2,96.56,193.12
2023-02-15,West,Widget C,8,34.68,277.44
2023-02-15,West,Widget D,14,80.16,1122.24
2023-02-16,North,Widget A,2,19.59,39.18
2023-02-16,North,Widget B,10,91.43,914.3
2023-02-16,North,Widget C,8,15.99,127.92
2023-02-16,North,Widget D,15,81.69,1225.35
2023-02-16,South,Widget A,6,30.3,181.8
2023-02-16,South,Widget B,3,34.67,104.01
2023-02-16,South,Widget C,20,72.27,1445.4
2023-02-16,South,Widget D,2,67.98,135.96
2023-02-16,East,Widget A,17,91.12,1549.04
2023-02-16,East,Widget B,11,18.65,205.15
2023-02-16,East,Widget C,8,93.7,749.6
2023-02-16,East,Widget D,18,77.61,1396.98
2023-02-16,West,Widget A,1,96.37,96.37
2023-02-16,West,Widget B,4,81.5,326.0
2023-02-16,West,Widget C,2,97.47,194.94
2023-02-16,West,Widget D,9,64.3,578.7
2023-02-17,North,Widget A,5,58.2,291.0
2023-02-17,North,Widget B,12,85.91,1030.92
2023-02-17,North,Widget C,12,49.54,594.48
2023-02-17,North,Widget D,20,54.82,1096.4
2023-02-17,South,Widget A,4,60.92,243.68
2023-02-17,South,Widget B,20,10.01,200.2
2023-02-17,South,Widget C,11,88.12,969.32
2023-02-17,South,Widget D,12,40.85,490.2
2023-02-17,East,Widget A,3,12.43,37.29
2023-02-17,East,Widget B,20,70.25,1405.0
2023-02-17,East,Widget C,1,57.42,57.42
2023-02-17,East,Widget D,18,73.64,1325.52
2023-02-17,West,Widget A,6,46.29,277.74
2023-02-17,West,Widget B,1,77.04,77.04
2023-02-17,West,Widget C,3,83.42,250.26
2023-02-17,West,Widget D,15,34.94,524.1
2023-02-18,North,Widget A,14,43.47,608.58
2023-02-18,North,Widget B,11,45.79,503.69
2023-02-18,North,Widget C,18,38.83,698.94
2023-02-18,North,Widget D,6,76.3,457.8
2023-02-18,South,Widget A,20,54.67,1093.4
2023-02-18,South,Widget B,9,92.69,834.21
2023-02-18,South,Widget C,18,58.29,1049.22
2023-02-18,South,Widget D,10,76.71,767.1
2023-02-18,East,Widget A,17,14.53,247.01
2023-02-18,East,Widget B,20,78.05,1561.0
2023-02-18,East,Widget C,8,52.31,418.48
2023-02-18,East,Widget D,17,65.43,1112.31
2023-02-18,West,Widget A,13,30.52,396.76
2023-02-18,West,Widget B,20,12.1,242.0
2023-02-18,West,Widget C,11,21.61,237.71
2023-02-18,West,Widget D,5,86.81,434.05
2023-02-19,North,Widget A,12,91.76,1101.12
2023-02-19,North,Widget B,18,90.18,1623.24
2023-02-19,North,Widget C,3,83.47,250.41
2023-02-19,North,Widget D,11,17.18,188.98
2023-02-19,South,Widget A,10,44.18,441.8
2023-02-19,South,Widget B,15,83.27,1249.05
2023-02-19,South,Widget C,11,85.09,935.99
2023-02-19,South,Widget D,14,63.03,882.42
2023-02-19,East,Widget A,1,23.01,23.01
2023-02-19,East,Widget B,5,30.54,152.7
2023-02-19,East,Widget C,9,50.58,455.22
2023-02-19,East,Widget D,11,81.85,900.35
2023-02-19,West,Widget A,16,14.73,235.68
2023-02-19,West,Widget B,9,39.52,355.68
2023-02-19,West,Widget C,14,73.98,1035.72
2023-02-19,West,Widget D,5,16.28,81.4
2023-02-20,North,Widget A,20,92.95,1859.0
2023-02-20,North,Widget B,7,73.46,514.22
2023-02-20,North,Widget C,9,37.19,334.71
2023-02-20,North,Widget D,12,30.43,365.16
2023-02-20,South,Widget A,12,72.01,864.12
2023-02-20,South,Widget B,10,81.03,810.3
2023-02-20,South,Widget C,13,89.99,1169.87
2023-02-20,South,Widget D,18,47.35,852.3
2023-02-20,East,Widget A,14,72.11,1009.54
2023-02-20,East,Widget B,6,90.44,542.64
2023-02-20,East,Widget C,12,45.55,546.6
2023-02-20,East,Widget D,17,57.16,971.72
2023-02-20,West,Widget A,8,41.87,334.96
2023-02-20,West,Widget B,1,82.16,82.16
2023-02-20,West,Widget C,2,20.35,40.7
2023-02-20,West,Widget D,2,93.37,186.74
2023-02-21,North,Widget A,19,31.14,591.66
2023-02-21,North,Widget B,18,43.3,779.4
2023-02-21,North,Widget C,15,12.58,188.7
2023-02-21,North,Widget D,14,39.34,550.76
2023-02-21,South,Widget A,13,66.26,861.38
2023-02-21,South,Widget B,1,91.44,91.44
2023-02-21,South,Widget C,20,54.34,1086.8
2023-02-21,South,Widget D,10,43.34,433.4
2023-02-21,East,Widget A,18,72.14,1298.52
2023-02-21,East,Widget B,7,38.37,268.59
2023-02-21,East,Widget C,8,25.11,200.88
2023-02-21,East,Widget D,11,47.54,522.94
2023-02-21,West,Widget A,12,78.07,936.84
2023-02-21,West,Widget B,13,97.77,1271.01
2023-02-21,West,Widget C,17,98.82,1679.94
2023-02-21,West,Widget D,7,23.53,164.71
2023-02-22,North,Widget A,12,90.22,1082.64
2023-02-22,North,Widget B,14,59.06,826.84
2023-02-22,North,Widget C,2,38.72,77.44
2023-02-22,North,Widget D,7,71.89,503.23
2023-02-22,South,Widget A,8,60.15,481.2
2023-02-22,South,Widget B,8,15.68,125.44
2023-02-22,South,Widget C,11,50.82,559.02
2023-02-22,South,Widget D,18,97.74,1759.32
2023-02-22,East,Widget A,12,24.3,291.6
2023-02-22,East,Widget B,7,61.84,432.88
2023-02-22,East,Widget C,14,51.55,721.7
2023-02-22,East,Widget D,9,85.98,773.82
2023-02-22,West,Widget A,9,87.12,784.08
2023-02-22,West,Widget B,9,85.46,769.14
2023-02-22,West,Widget C,15,47.96,719.4
2023-02-22,West,Widget D,10,84.23,842.3
2023-02-23,North,Widget A,7,92.57,647.99
2023-02-23,North,Widget B,6,36.36,218.16
2023-02-23,North,Widget C,19,83.21,1580.99
2023-02-23,North,Widget D,11,50.97,560.67
2023-02-23,South,Widget A,1,41.14,41.14
2023-02-23,South,Widget B,19,86.23,1638.37
2023-02-23,South,Widget C,14,56.53,791.42
2023-02-23,South,Widget D,2,87.39,174.78
2023-02-23,East,Widget A,8,61.29,490.32
2023-02-23,East,Widget B,17,44.26,752.42
2023-02-23,East,Widget C,7,79.24,554.68
2023-02-23,East,Widget D,1,12.32,12.32
2023-02-23,West,Widget A,13,87.18,1133.34
2023-02-23,West,Widget B,15,10.01,150.15
2023-02-23,West,Widget C,18,25.3,455.4
2023-02-23,West,Widget D,9,26.37,237.33
2023-02-24,North,Widget A,7,30.9,216.3
2023-02-24,North,Widget B,19,22.07,419.33
2023-02-24,North,Widget C,15,89.01,1335.15
2023-02-24,North,Widget D,8,22.54,180.32
2023-02-24,South,Widget A,8,94.4,755.2
2023-02-24,South,Widget B,5,67.44,337.2
2023-02-24,South,Widget C,5,38.87,194.35
2023-02-24,South,Widget D,13,13.02,169.26
2023-02-24,East,Widget A,20,61.9,1238.0
2023-02-24,East,Widget B,9,28.27,254.43
2023-02-24,East,Widget C,2,77.39,154.78
2023-02-24,East,Widget D,7,76.5,535.5
2023-02-24,West,Widget A,7,34.74,243.18
2023-02-24,West,Widget B,2,55.47,110.94
2023-02-24,West,Widget C,17,38.81,659.77
2023-02-24,West,Widget D,19,80.63,1531.97
2023-02-25,North,Widget A,12,48.33,579.96
2023-02-25,North,Widget B,16,43.2,691.2
2023-02-25,North,Widget C,17,93.79,1594.43
2023-02-25,North,Widget D,2,36.53,73.06
2023-02-25,South,Widget A,7,29.32,205.24
2023-02-25,South,Widget B,20,99.35,1987.0
2023-02-25,South,Widget C,3,70.32,210.96
2023-02-25,South,Widget D,2,27.77,55.54
2023-02-25,East,Widget A,16,42.7,683.2
2023-02-25,East,Widget B,11,46.92,516.12
2023-02-25,East,Widget C,5,32.61,163.05
2023-02-25,East,Widget D,19,21.33,405.27
2023-02-25,West,Widget A,20,21.65,433.0
2023-02-25,West,Widget B,16,78.62,1257.92
2023-02-25,West,Widget C,12,49.19,590.28
2023-02-25,West,Widget D,14,27.16,380.24
2023-02-26,North,Widget A,6,50.81,304.86
2023-02-26,North,Widget B,12,71.59,859.08
2023-02-26,North,Widget C,11,44.84,493.24
2023-02-26,North,Widget D,13,43.0,559.0
2023-02-26,South,Widget A,13,42.44,551.72
2023-02-26,South,Widget B,9,40.41,363.69
2023-02-26,South,Widget C,17,38.66,657.22
2023-02-26,South,Widget D,13,49.34,641.42
2023-02-26,East,Widget A,5,92.81,464.05
2023-02-26,East,Widget B,14,70.84,991.76
2023-02-26,East,Widget C,12,51.3,615.6
2023-02-26,East,Widget D,19,70.88,1346.72
2023-02-26,West,Widget A,17,69.29,1177.93
2023-02-26,West,Widget B,5,12.18,60.9
2023-02-26,West,Widget C,10,32.92,329.2
2023-02-26,West,Widget D,19,46.57,884.83
2023-02-27,North,Widget A,4,43.52,174.08
2023-02-27,North,Widget B,4,25.84,103.36
2023-02-27,North,Widget C,7,79.51,556.57
2023-02-27,North,Widget D,6,84.58,507.48
2023-02-27,South,Widget A,6,88.44,530.64
2023-02-27,South,Widget B,12,58.7,704.4
2023-02-27,South,Widget C,5,11.49,57.45
2023-02-27,South,Widget D,16,54.07,865.12
2023-02-27,East,Widget A,3,24.46,73.38
2023-02-27,East,Widget B,9,54.2,487.8
2023-02-27,East,Widget C,7,81.84,572.88
2023-02-27,East,Widget D,5,78.62,393.1
2023-02-27,West,Widget A,13,48.24,627.12
2023-02-27,West,Widget B,4,41.95,167.8
2023-02-27,West,Widget C,10,47.25,472.5
2023-02-27,West,Widget D,15,98.54,1478.1
2023-02-28,North,Widget A,17,21.53,366.01
2023-02-28,North,Widget B,6,97.5,585.0
2023-02-28,North,Widget C,14,37.7,527.8
2023-02-28,North,Widget D,4,92.98,371.92
2023-02-28,South,Widget A,6,80.77,484.62
2023-02-28,South,Widget B,13,19.3,250.9
2023-02-28,South,Widget C,17,19.96,339.32
2023-02-28,South,Widget D,17,10.4,176.8
2023-02-28,East,Widget A,13,39.63,515.19
2023-02-28,East,Widget B,4,59.73,238.92
2023-02-28,East,Widget C,6,89.89,539.34
2023-02-28,East,Widget D,9,70.88,637.92
2023-02-28,West,Widget A,13,67.27,874.51
2023-02-28,West,Widget B,6,24.09,144.54
2023-02-28,West,Widget C,19,88.65,1684.35
2023-02-28,West,Widget D,10,45.51,455.1
2023-03-01,North,Widget A,20,52.1,1042.0
2023-03-01,North,Widget B,4,36.06,144.24
2023-03-01,North,Widget C,3,89.33,267.99
2023-03-01,North,Widget D,4,84.51,338.04
2023-03-01,South,Widget A,9,90.94,818.46
2023-03-01,South,Widget B,5,84.32,421.6
2023-03-01,South,Widget C,15,78.37,1175.55
2023-03-01,South,Widget D,8,90.11,720.88
2023-03-01,East,Widget A,10,42.94,429.4
2023-03-01,East,Widget B,14,19.07,266.98
2023-03-01,East,Widget C,5,63.43,317.15
2023-03-01,East,Widget D,5,93.62,468.1
2023-03-01,West,Widget A,12,53.17,638.04
2023-03-01,West,Widget B,11,37.7,414.7
2023-03-01,West,Widget C,20,95.77,1915.4
2023-03-01,West,Widget D,12,13.68,164.16
2023-03-02,North,Widget A,19,94.28,1791.32
2023-03-02,North,Widget B,9,94.92,854.28
2023-03-02,North,Widget C,16,97.26,1556.16
2023-03-02,North,Widget D,12,70.97,851.64
2023-03-02,South,Widget A,15,91.02,1365.3
2023-03-02,South,Widget B,8,52.55,420.4
2023-03-02,South,Widget C,14,38.22,535.08
2023-03-02,South,Widget D,9,47.31,425.79
2023-03-02,East,Widget A,10,63.61,636.1
2023-03-02,East,Widget B,9,19.53,175.77
2023-03-02,East,Widget C,8,42.49,339.92
2023-03-02,East,Widget D,8,11.71,93.68
2023-03-02,West,Widget A,4,86.26,345.04
2023-03-02,West,Widget B,8,69.41,555.28
2023-03-02,West,Widget C,1,29.97,29.97
2023-03-02,West,Widget D,18,74.03,1332.54
2023-03-03,North,Widget A,6,79.86,479.16
2023-03-03,North,Widget B,13,96.35,1252.55
2023-03-03,North,Widget C,16,26.5,424.0
2023-03-03,North,Widget D,12,41.06,492.72
2023-03-03,South,Widget A,7,60.79,425.53
2023-03-03,South,Widget B,14,10.2,142.8
2023-03-03,South,Widget C,1,81.74,81.74
2023-03-03,South,Widget D,6,18.92,113.52
2023-03-03,East,Widget A,20,77.53,1550.6
2023-03-03,East,Widget B,20,17.91,358.2
2023-03-03,East,Widget C,4,34.33,137.32
2023-03-03,East,Widget D,15,38.83,582.45
2023-03-03,West,Widget A,4,57.5,230.0
2023-03-03,West,Widget B,20,93.91,1878.2
2023-03-03,West,Widget C,3,34.34,103.02
2023-03-03,West,Widget D,1,31.93,31.93
2023-03-04,North,Widget A,12,19.42,233.04
2023-03-04,North,Widget B,10,53.98,539.8
2023-03-04,North,Widget C,10,28.06,280.6
2023-03-04,North,Widget D,5,63.17,315.85
2023-03-04,South,Widget A,13,18.44,239.72
2023-03-04,South,Widget B,17,75.54,1284.18
2023-03-04,South,Widget C,4,11.65,46.6
2023-03-04,South,Widget D,13,66.24,861.12
2023-03-04,East,Widget A,9,93.43,840.87
2023-03-04,East,Widget B,19,49.09,932.71
2023-03-04,East,Widget C,14,73.95,1035.3
2023-03-04,East,Widget D,12,15.85,190.2
2023-03-04,West,Widget A,6,42.31,253.86
2023-03-04,West,Widget B,19,72.76,1382.44
2023-03-04,West,Widget C,1,73.49,73.49
2023-03-04,West,Widget D,5,70.68,353.4
2023-03-05,North,Widget A,20,16.01,320.2
2023-03-05,North,Widget B,5,48.84,244.2
2023-03-05,North,Widget C,16,38.71,619.36
2023-03-05,North,Widget D,6,48.24,289.44
2023-03-05,South,Widget A,19,83.57,1587.83
2023-03-05,South,Widget B,16,14.48,231.68
2023-03-05,South,Widget C,1,76.45,76.45
2023-03-05,South,Widget D,6,93.87,563.22
2023-03-05,East,Widget A,8,22.26,178.08
2023-03-05,East,Widget B,6,12.47,74.82
2023-03-05,East,Widget C,2,31.95,63.9
2023-03-05,East,Widget D,6,11.82,70.92
2023-03-05,West,Widget A,8,21.51,172.08
2023-03-05,West,Widget B,6,63.73,382.38
2023-03-05,West,Widget C,20,81.44,1628.8
2023-03-05,West,Widget D,17,34.65,589.05
2023-03-06,North,Widget A,16,28.83,461.28
2023-03-06,North,Widget B,9,88.87,799.83
2023-03-06,North,Widget C,18,76.28,1373.04
2023-03-06,North,Widget D,11,48.04,528.44
2023-03-06,South,Widget A,20,69.04,1380.8
2023-03-06,South,Widget B,15,39.07,586.05
2023-03-06,South,Widget C,9,45.4,408.6
2023-03-06,South,Widget D,3,77.61,232.83
2023-03-06,East,Widget A,18,61.26,1102.68
2023-03-06,East,Widget B,4,29.78,119.12
2023-03-06,East,Widget C,6,69.93,419.58
2023-03-06,East,Widget D,4,47.0,188.0
2023-03-06,West,Widget A,9,86.08,774.72
2023-03-06,West,Widget B,8,84.92,679.36
2023-03-06,West,Widget C,14,61.46,860.44
2023-03-06,West,Widget D,18,69.75,1255.5
2023-03-07,North,Widget A,15,86.19,1292.85
2023-03-07,North,Widget B,20,64.69,1293.8
2023-03-07,North,Widget C,10,31.36,313.6
2023-03-07,North,Widget D,17,99.26,1687.42
2023-03-07,South,Widget A,2,58.64,117.28
2023-03-07,South,Widget B,18,86.93,1564.74
2023-03-07,South,Widget C,12,49.14,589.68
2023-03-07,South,Widget D,12,21.16,253.92
2023-03-07,East,Widget A,5,66.16,330.8
2023-03-07,East,Widget B,8,61.66,493.28
2023-03-07,East,Widget C,8,60.53,484.24
2023-03-07,East,Widget D,15,75.5,1132.5
2023-03-07,West,Widget A,20,84.57,1691.4
2023-03-07,West,Widget B,20,52.19,1043.8
2023-03-07,West,Widget C,8,89.22,713.76
2023-03-07,West,Widget D,10,60.93,609.3
2023-03-08,North,Widget A,7,60.5,423.5
2023-03-08,North,Widget B,2,99.73,199.46
2023-03-08,North,Widget C,10,76.02,760.2
2023-03-08,North,Widget D,9,93.24,839.16
2023-03-08,South,Widget A,11,13.75,151.25
2023-03-08,South,Widget B,7,21.84,152.88
2023-03-08,South,Widget C,14,23.91,334.74
2023-03-08,South,Widget D,2,26.77,53.54
2023-03-08,East,Widget A,10,38.66,386.6
2023-03-08,East,Widget B,13,72.43,941.59
2023-03-08,East,Widget C,18,64.33,1157.94
2023-03-08,East,Widget D,17,49.38,839.46
2023-03-08,West,Widget A,5,44.11,220.55
2023-03-08,West,Widget B,20,46.22,924.4
2023-03-08,West,Widget C,18,90.07,1621.26
2023-03-08,West,Widget D,20,84.77,1695.4
2023-03-09,North,Widget A,8,46.87,374.96
2023-03-09,North,Widget B,13,57.35,745.55
2023-03-09,North,Widget C,5,62.09,310.45
2023-03-09,North,Widget D,4,82.45,329.8
2023-03-09,South,Widget A,12,80.01,960.12
2023-03-09,South,Widget B,6,95.33,571.98
2023-03-09,South,Widget C,6,23.25,139.5
2023-03-09,South,Widget D,4,65.15,260.6
2023-03-09,East,Widget A,8,92.62,740.96
2023-03-09,East,Widget B,11,46.6,512.6
2023-03-09,East,Widget C,4,98.76,395.04
2023-03-09,East,Widget D,10,14.31,143.1
2023-03-09,West,Widget A,16,81.09,1297.44
2023-03-09,West,Widget B,17,43.4,737.8
2023-03-09,West,Widget C,1,52.84,52.84
2023-03-09,West,Widget D,13,41.49,539.37
2023-03-10,North,Widget A,5,86.41,432.05
2023-03-10,North,Widget B,14,37.73,528.22
2023-03-10,North,Widget C,3,41.22,123.66
2023-03-10,North,Widget D,16,11.21,179.36
2023-03-10,South,Widget A,1,63.45,63.45
2023-03-10,South,Widget B,6,25.34,152.04
2023-03-10,South,Widget C,1,12.31,12.31
2023-03-10,South,Widget D,14,21.12,295.68
2023-03-10,East,Widget A,2,61.08,122.16
2023-03-10,East,Widget B,10,82.57,825.7
2023-03-10,East,Widget C,4,68.65,274.6
2023-03-10,East,Widget D,9,26.13,235.17
2023-03-10,West,Widget A,5,74.44,372.2
2023-03-10,West,Widget B,5,32.99,164.95
2023-03-10,West,Widget C,4,64.35,257.4
2023-03-10,West,Widget D,20,49.1,982.0
2023-03-11,North,Widget A,12,85.13,1021.56
2023-03-11,North,Widget B,9,14.63,131.67
2023-03-11,North,Widget C,6,55.52,333.12
2023-03-11,North,Widget D,2,35.66,71.32
2023-03-11,South,Widget A,10,78.05,780.5
2023-03-11,South,Widget B,17,14.29,242.93
2023-03-11,South,Widget C,4,60.15,240.6
2023-03-11,South,Widget D,5,95.39,476.95
2023-03-11,East,Widget A,15,94.03,1410.45
2023-03-11,East,Widget B,16,80.58,1289.28
2023-03-11,East,Widget C,6,53.5,321.0
2023-03-11,East,Widget D,4,33.6,134.4
2023-03-11,West,Widget A,20,23.51,470.2
2023-03-11,West,Widget B,11,49.19,541.09
2023-03-11,West,Widget C,17,53.89,916.13
2023-03-11,West,Widget D,9,68.02,612.18
2023-03-12,North,Widget A,17,20.74,352.58
2023-03-12,North,Widget B,17,88.73,1508.41
2023-03-12,North,Widget C,2,63.29,126.58
2023-03-12,North,Widget D,5,22.18,110.9
2023-03-12,South,Widget A,19,30.01,570.19
2023-03-12,South,Widget B,11,92.88,1021.68
2023-03-12,South,Widget C,19,93.52,1776.88
2023-03-12,South,Widget D,6,26.43,158.58
2023-03-12,East,Widget A,18,73.17,1317.06
2023-03-12,East,Widget B,6,86.99,521.94
2023-03-12,East,Widget C,1,50.32,50.32
2023-03-12,East,Widget D,15,19.12,286.8
2023-03-12,West,Widget A,5,72.5,362.5
2023-03-12,West,Widget B,12,30.87,370.44
2023-03-12,West,Widget C,9,47.47,427.23
2023-03-12,West,Widget D,20,31.51,630.2
2023-03-13,North,Widget A,1,99.3,99.3
2023-03-13,North,Widget B,8,38.17,305.36
2023-03-13,North,Widget C,14,95.79,1341.06
2023-03-13,North,Widget D,8,85.97,687.76
2023-03-13,South,Widget A,17,11.19,190.23
2023-03-13,South,Widget B,8,96.37,770.96
2023-03-13,South,Widget C,1,89.67,89.67
2023-03-13,South,Widget D,18,39.54,711.72
2023-03-13,East,Widget A,15,81.38,1220.7
2023-03-13,East,Widget B,10,43.79,437.9
2023-03-13,East,Widget C,17,62.64,1064.88
2023-03-13,East,Widget D,5,76.27,381.35
2023-03-13,West,Widget A,4,10.41,41.64
2023-03-13,West,Widget B,4,35.27,141.08
2023-03-13,West,Widget C,9,56.33,506.97
2023-03-13,West,Widget D,15,58.1,871.5
2023-03-14,North,Widget A,1,74.02,74.02
